,href,tags
1,https://99designs.hk/logo-design/contests/island-floral-design-co-needs-help-1144379,Guaranteed Logo design Floral
3,https://99designs.hk/logo-design/contests/powerful-logo-design-upcoming-educational-event-multifamily-investors-1144135,Guaranteed Blind Fast-tracked Logo design Real Estate & Mortgage
12,https://99designs.hk/logo-design/contests/ascend-spa-sophisticated-day-side-spirituality-1143937,Logo design Spa & Esthetics
15,https://99designs.hk/logo-design/contests/professional-trustworthy-logo-attract-lawn-care-maintenance-clients-1143727,Guaranteed Logo design Landscaping
18,https://99designs.hk/logo-design/contests/bad-ass-chef-who-sells-vegetables-farmers-markets-1143685,Guaranteed Logo design Agriculture
20,https://99designs.hk/logo-design/contests/fintess-logo-female-personal-trainer-1143664,Logo design Physical Fitness
29,https://99designs.hk/logo-design/contests/dental-office-logo-ages-1143439,Guaranteed Logo design Medical & Pharmaceutical
62,https://99designs.hk/logo-design/contests/cr%C3%A9er-un-logo-classe-design-mais-pas-trop-1143381,Guaranteed Logo design Spa & Esthetics
63,https://99designs.hk/logo-design/contests/logo-italtower-1143356,Gold Guaranteed Logo design Construction
66,https://99designs.hk/logo-design/contests/sunfabrica-1143338,Guaranteed Blind Fast-tracked Logo design Home Furnishing
68,https://99designs.hk/logo-design/contests/breeders-life-music-me-1143330,Guaranteed Logo design Animal & Pet
75,https://99designs.hk/logo-design/contests/sophisticated-modern-overall-kick-ass-cannabis-logo-wanted-1143246,Guaranteed Blind Logo design Retail
82,https://99designs.hk/logo-design/contests/logo-design-corporate-event-company-paradise-1143131,Guaranteed Logo design Business & Consulting
83,https://99designs.hk/logo-design/contests/lab-software-company-1143121,Guaranteed Logo design Computer
88,https://99designs.hk/logo-design/contests/beauty-brand-logo-redesign-1143032,Guaranteed Logo design Cosmetics & Beauty
99,https://99designs.hk/logo-design/contests/cattle-ranch-brand-needed-actual-branding-signage-1142899,Guaranteed Logo design Agriculture
100,https://99designs.hk/logo-design/contests/craft-distillery-needs-premium-wordmark-logo-luxury-brand-1142897,Guaranteed Logo design Food & Drink
101,https://99designs.hk/logo-design/contests/timeless-exceptional-logo-required-uk-leading-motorcycle-sales-1142879,Platinum Guaranteed Blind Logo design Automotive
102,https://99designs.hk/logo-design/contests/create-proptech-app-logo-1142870,Logo design Real Estate & Mortgage
103,https://99designs.hk/logo-design/contests/disc-golf-1142867,Blind Fast-tracked Logo design Sport
