user_id,user_name,about,stars,review_count,member_since,contests_won,runner_up,1_to_1_projects,tags,repeat_clients,reviews,certification,timestamp
4176955,bayukrn11,"hello, my name is bayu kurniawan, i am a graphic designer from indonesia who has more than 5 years experience in the field, graphic design is my passion",0.0,0,"May 08, 2020", 0 , 1 , 0 ,['Logo & brand guide'], 0 ,[],['Entry Level'],2022-02-06
3285476,Miraclaw,,0.0,0,"May 03, 2018", 3 , 11 , 0 ,['Logo design'], 0 ,"['Miraclaw was wonderful! He was very responsive, talented, and delivered exactly what we needed. Would highly recommend.']",['Entry Level'],2022-02-06
2212569,Mihai Crisan,"Left-handed, creative graphic designer with a great passion for visual communication
  and a preference for flat, minimal and clever logos.",5.0,64,"November 19, 2015", 73 , 114 , 22 ,"['Logo design', 'Logo & business card', 'Logo & brand identity pack', 'Logo & brand guide', 'Logo & social media pack', 'Business card', 'Icon or button', 'Brand guide', 'Product packaging', 'Postcard, flyer or print', 'Logo & hosted website', 'Card or invitation']", 15 ,"['Mihai made the process of finding our identity easy.  He provided several options and studies without prompting and then was quick to respond with updates and adjustments.  We are excited about what he created for us and our new company.', 'Thank you!', 'I think we had a successful project together and I plan to continue using his services.  I was wary about using 99designs but it really worked for us.  Even though there was a 7 hour time difference, he made himself available during my business hours an...', 'Thank you, Melissa for this awesome feedback! I enjoyed work with you as well and hope we can do this again soon.Kind regards,Mihai', ""It was a genuine pleasure to work with Mihai on our logo design. Creative, courteous and passionate about his work, he tested many options for us and didn't stop until we were completely happy with the result. I have no hesitation in recommending Mihai ..."", 'Thank you, Nishan!', 'Mihai is a great designer who not only listened to our ideas and goals, but provided creative solutions and great looking designs.\r\rWe were impressed how well each idea and iteration was implemented in such a professional way.\r\rWe are very happy wit...', 'Great work updating my logo. Very quick turn-around. Great communication', 'Great work, as expected!', 'Amazing designer to work', 'Mihai is a highly skilled and very creative designer. \r\rHe was able to deliver multiple high quality designs with a great eye for detail. The communication was super fast, always enjoyable and very productive. He demonstrated full commitment and alway...', 'Mihai Crisan has been able to create a really impactful and powerful logo for our company.\rBy following our inputs and adding his keen eye for design, he goes beyond all the criteria of our request.', 'Mihai did a great job on my logo design. He was also quick in replying to messages and responding to feedback.', ""Mihai came in with some strong logo designs right from the offset. He worked professionally with us to explore different design ideas, presenting new directions with confidence and creativity. We're really happy with the process, his work and communicat..."", 'Great designer! ', 'He understood perfectly what I was looking for, and made an amazing logo. ', 'I really appreciate your patience and professionalism!', 'Mihai is an amazing designer.. he made sure that final design meets our requirement no matter how much work he had to do.. I highly recommend him!', 'He was great!  Got the perfect design on his first try!', 'It was a great to work and have Mihai designing my logo. He came with an original idea and was very quick and professional on proactively improving and experimenting new color variations that helped us decide on the best one as well help me be confident...', 'Mihai is a true master. Enjoy working with him alot. Hope to work with him again in the future.  We are beyond pleased with the service and the end product Mihai provided for us.', 'Mihai is an amazing designer to work with. All his work are carefully thought through and the results are awesome. Mihai is a prompt communicator and he was always willing to work on the designs. He helped us out big time with our rebranding and we coul...', 'Great work, second submission made it even better!\rWill definitely work with Mihai in the future.', 'Great designer, hit the logo right from the start!\rEfficient and world class!', ""Extremely please with Mihai's design.  It fits our companies style and is very sleek and powerful.  Will definitely be collaborating with Mihai in the future."", 'Mihai is a creative, professional and patient designer. He allowed us to take our time to decide on options and was always happy to redo or tweak designs till we were happy. A good communicator with a great attitude. We had a wonderful experience workin...', ""Top-notch experience with Mihai, he's a very skilled and thoughtful designer. If you're looking for a minimalist branding crafted around your company's identity, Mihai is the designer you need.\rThank you!"", 'Amazing to work with! He’s very patient and has a creative eye for minimal design!', 'Top designer, committed, enjoyed working with him!!', ""It was a joy to work with Mihai. He's patient, courteous, accommodating and prompt in responding. He got what I wanted almost immediately! \r\rLooking forward to working with him again in future projects."", 'He perfectly got our needs, desires, ideas and comments, and made them true. Everything was perfect and he answered very fast to every feedback. He gave us exactly what we wanted, We are delighted with our new logo. Thank you.', 'Incredibly smart and sharp, liked doing business with him', 'Simple, sleek designs', 'Mihai was very helpful and responsive. A pleasure to work with! ', 'Mihai was a pleasure to work with while finding a logo. He worked from the core brand principles and created a logo that fit. Looking forward to working with him on the brand guide!', 'Great work and variety of designs -- quick turnaround time -- only positive vibes from me.  Thank you', 'Mihai is extremely intelligent, somehow very fast at very creative work that’s  usually quite time consuming. Better than a lot of expensive agencies I’ve worked with. Can’t wait to do more 1 on 1s!', 'Intelligent, responsive, creative and committed designer.  I would recommend him.', 'The cooperation with Mihai was excellent. Highly recommended designer.', 'Great designs! Great to work with!', 'Really nailed what I was after. Quick to respond to my comments and very professional. Strongly recommend.', ""In one sentence - A true master! I would highly recommend Mihai for any design project. He created not just one, but several beautiful and unique designs that were truly masterclass! I'm working with him on a second project already, and intend to work w..."", 'Michael was a pleasure to work with. He was always very quick with replies and super professional. He tirelessly worked until the job was done to both of our satisfaction. I truly enjoyed working alongside him and hope to continue to use him and 99desig...', 'I got a great design logo. Thanks to him', 'Talented designer. Very easy to communicate with during the process. We can highly recommend Mr. Crisan!', 'Great communication and great designs. Highly recommended. ', 'I have worked with Mihai several times and he has a real knack for innovative and smart visual design. Trust me you will not be able to do this stuff yourself. Mihai never fails to come up with clever visual ideas that are properly (and in the last case...', 'Creative, timely, flexible and responsive.  Highly recommended!', 'Mihai was very easy to work with! Great communication skills and understood requests really well. Highly recommend Mihai to work with! ', 'It was a wonderful cooperation and we are very satisfied with our result.', ""Mihai is very friendly, talented and creative. He's very professional, and easy to work with. Please go for an invite with no doubt."", 'We are very happy with the results!', 'Mihai nailed it very early on. Great job and good to communicate with. ', 'Mihai is very talented and professional. He was responsive but also patient of the process and he was always willing to show additional versions and examples. I had a great experience working with Mihai and got the logo and design that I wanted - you wi...', 'Mihai is amazing to work with, excellent communication but also not afraid to put his expert advice forward for consideration. Very fast turnaround too.', 'Great guy and a great design! ', 'Mihai is a brilliant designer and I would recommend him to others! \rHe made our brief his own a went on to submit a number of submissions that were of a very high standard.', 'Helped me get exactly what I wanted!', ""If ever there was a designer who understands the concept of logo and brand identity, it is Mihai Crisan! From the onset, Mihai grasped our company's need for a strong identification among the luxury food industry. He has produced what will become associ..."", 'Amazing work and designer! Super job and certainly I would work with Mihai one on one again. ', 'Mihai was exceptionally patient, and is a highly talented designer who I would recommend to others', 'Mihai is flexible and service minded - an excellent designer!', 'Thank you Mihai for your great work. The more difficult part of my job was not to choose the designer, but to choose a design amongst your nice proposals.', 'Mihai was a pleasure to work with. Great communication and a great designer. ', 'Very satisfied with the results! Easy to work with Mihai. I recommend him to anyone looking for a great minimalist design.', 'It was a pleasure working with Mihai. He was attentive to my feedback, and iterated quickly to come up with a winning design that was clever and creative. He was also prompt and pleasant to work with. Highly recommended!', 'Mihai was very very creative and also made some changes after the contest was over. \r\r5 Stars']","['Print', 'Brand guide', 'Top Level']",2022-02-06
3853815,Jepet.,,4.93,15,"August 28, 2019", 24 , 53 , 6 ,"['Logo design', 'Logo & social media pack', 'Logo & brand identity pack', 'Logo & business card', 'Other business or advertising', 'Business card', 'Logo & brand guide']", 4 ,"['Jepet was great to work with. They created several high quality designs, always asked for feedback, and was always open to make changes based on my feedback.', 'Great communication, made the exact changes we were looking for. Great designer.', 'It was a very neat design ', 'Great work and very responsive.', 'Easy to work with.  Great designs!', 'Very well done.', 'Very talented designer', 'Great work. Very responsive designer. I highly recommend working with Jepet.', 'Top notch professional. Give him instruction and watch him get it done super quick.', 'Great experience. Sticks with it. Pushes the design. Others followed but the hard worker deserved the prize. Thank you very much.', 'This designer was very professional and easy to deal with. He made the changes I requested in a timely fashion. ', 'Absolutely wonderful to work with!', 'Liked the ability to lengthen and stack my design.', 'Very attentive!  Highly recommend!!', ""Jenet helps me design my company logo. His designed logo is very elegant is good-looking! He's also very willing to do iterations to arrive at final and optimal design. Highly recommended!""]",['Mid Level'],2022-02-06
1692120,nickjalpa,I am a graphic & web designer. I am in love with design. I have 7 years experience.,5.0,38,"July 24, 2014", 85 , 165 , 30 ,"['Banner ad', 'Logo design', 'Logo & brand identity pack', 'Postcard, flyer or print', 'Other design', 'Other web or app design', 'Brochure', 'Other business or advertising', 'Illustration or graphics', 'Email', 'App design', 'Logo & business card', 'Flash banner', 'Facebook cover', 'Business card']", 28 ,"['What a fantastic job!  ', ""Terrific job - thanks for all of the hard work and focus. We're very happy with how design came out!"", 'Very Professional, responsive and overall great experience !\rThank you : ) ', 'An update of an old job. Good work', 'Great designer!!! Very helpful and a pleasure to work with!!!', 'Great and extremely helpful! ', 'Great work, fast response time', 'Good designs and prompt response! Definitely recommended!', 'Great quality & quick to help', 'Great job. Took the time to capture the essence of our website and great vision for what we needed for our banner ad promotions. We will work with him again in the future.', 'Great work - highly recommend!', 'Thank for your work\rwill definitely hire again', 'Very professional and outstanding work with a quick turnaround!', 'My brief could have been better but many designers did not read the brief once it was updated with the correct information. The winning design did read the brief and updated accordingly', 'Gute Arbeit und alle gewünschten Anpassungen umgesetzt', 'Excellent design work by Nick', 'Great work, fast communication. Will definitely work with again!', 'Thanks for such superb design nick, our banner ads are performing extremely well in google AdWords!!!', 'Nick was wonderful to work with and incredibly accommodating with modifying the final files to our needs. Will definitely work with him again!', 'Designer did a great job!', 'Great work! Very through. Thank you Nick!', 'great as always!!', 'Good communication and excellent results, would hire again', 'Great designer. Resubmitted quickly based on feedback of initial design. ', 'fantastic job as always', 'Great to work with. Excellent designs and very responsive.', 'No complaints, the designer was flexible when my plans changed', 'great job as always!!!', 'went great...we will use again', 'Great work. Fast turnaround on any changes requested.', 'great job, responsive and fast!!!', 'Creative. Responsive. Just an absolute pleasure to work with. Will work with Nick again. I highly recommend. Thank you, Nick!', ""I'm very happy with Nick's work. Not only was the design great, but he provided several alternative options for me to choose from."", 'very responsive!!!', 'Thanks for the hard work Nick! I will have some time either in April or later in the year. Will contact you to work on the letterhead/cards etc.', 'Thanks man, great work!', 'Quality ads, good communication, highly recommend', 'Very attentive and put out several great variations of a design until it was where it needed to be.', 'Nick was patient and fast. Able to make adjustments and changes as needed as well as see what I needed without me even asking for it!', 'I had made up my mind about a different design by another designer and was about to award it but then I saw this banner ad and could not be happier. This designer did a great job and worked quickly with me, making changes almost instantly. I give this d...', 'He did a great job.  Great listener, follow directions very well. We love our new graphics!']",['Mid Level'],2022-02-06
4620779,drabbit,"Hello, I’m Erika. I’m a designer :)",0.0,0,"April 12, 2021", 3 , 8 , 1 ,"['Logo design', 'Clothing or apparel']", 1 ,"['Quick turnaround on multiple designs for t shirts and other merchandise. Great designer, looking forward to working on more together soon. ', 'Easy to work with, communication was great, and changes were made quickly. Great job! ']",['Entry Level'],2022-02-06
2591094,veluys,,4.89,44,"July 16, 2016", 77 , 280 , 0 ,"['Logo design', 'Logo & social media pack', 'Other business or advertising']", 1 ,"['Responsive and easy to work with.  Talented!', 'thanks, please feel free to contact me at darveluya@gmail.com for future modifications or new logo', 'Amazing work and an awesome designer', 'Super quick and helpful!', 'Clean and modern design.  Very happy with the alternative choices and colors, along with the main version chosen.', 'Listened to me perfectly ! Exactly what I wanted', 'The work was simple but stood out.', 'Excellent work and thank you ', 'The designer has done a great job!', 'Very well thought out design. Exactly what we were looking for.', 'Good ideas - great logo', 'Provided a simple, affective, and unique design for my logo which matched the brief perfectly.', 'Veluys is great to work with :-)\rGood initial understanding of our design brief, responsive to change requests, quality product. \rWe are very happy!', 'You make a design which i want!  ', 'veluyw was professional and provided great design options!', 'Simple Yet Elegant logo that we were looking for.', 'Hit the nail on the spot with the design. We asked for simple yet elegant and we got exactly that. Was quick to respond to requests for changes and easy to work with. 5 out of 5 stars. ', 'Happy to work with this designer!', 'Good response and good designs', 'Really creative, easy and competent workflow. I am happy with my new design. ', 'Wonderful experience working with veluys! Understood my design vision from the beginning.  Quick response time, and very accommodating! I really enjoyed working together, and will absolutely reach out for future projects.  ', 'Thank you  veluys', 'Professional designer ', 'Very flexible, very responsive, great quality work', 'nice job, smart design ', 'Was exactly what I was looking for, simple, easy to read and the circle with fork and spoon makes it easy for someone to remember this brand! Great job and highly recommend!', 'He is very reactive to the briefs, and has good design skills.\r', 'Very happy with the logo designed by veluys. Thank you so much for delivering to the brief perfectly.', 'Veluys was awesome and produced a very high quality design.  ', 'Guy is amazing.. totally open to anything and will make w.e u want in any color. A++', 'Great job!  Thank you.  I look forward to downloading the files.', 'good job overall good understanding, did perfectly on revisions..', 'Excellent communication. Very helpful and adaptive to my needs. Highly recommended.', 'Great work.  Quick, responsive and very creative.', 'Great work.  Multiple options presented, and they provided a bunch of iterations of our logo until we got down to the right one.  Well done and recommended!', 'Excellent turnaround time! Thanks :)', 'Great work and great fast communication ', 'very professional.', 'thank you for A GREAT JOB ALL ROUND ', 'So many choices! Great Polling idea on social media!', 'Thanks for your work !\rCongratulations.\rGreat communication, good follow-up', 'Awesome work from the beginning.  Great designer.', 'Very responsive designer.', 'Was happy was to help and made any changes needed', 'Darby did an excellent job! Very responsive! It was almost like I had him in my office making changes. I highly recommend him to others!']",['Mid Level'],2022-02-06
803059,*UZER,"My Life is Simple,,but ""WOW""...///",0.0,0,"February 16, 2012", 7 , 37 , 1 ,['Logo design'], 1 ,['Great eye for design!  Very professional and easy to work with.'],['Entry Level'],2022-02-06
4558020,Dayann,"I am an industrial and graphic designer. I speak Italian, English, Bulgarian and Russian. Based in Rome, where I finished my master's degree. Being well aware of new trends, I'm aspiring to put uniqueness in my work creating best-selling designs that look great, function intuitively, and meet real-world constraints around deadlines and cost.",0.0,0,"February 21, 2021", 8 , 8 , 0 ,"['Logo design', 'T-shirt', 'Logo & brand identity pack', 'Book cover']", 0 ,"['We received wonderful suggestions that exceeded our imagination. I am very satisfied with the quality of your work and your prompt response to my requests. I hope to have the opportunity to work with you again.', 'Thank you for your words! So happy to read this! It was a great pleasure to me creating this design!', ""Thank you for your hard work, it was a pleasure working with this designer. Can't wait for the next project!"", 'Hello, thank you so much for the kind words! ', 'an elegant and clean interpretation of the brief .  apparently well regarded by other designers who copied the work .  thank you!  ', 'Thank you!:)', 'Very responsive and reliable.  Really appreciate her attention to details and the care she showed us through out the process.  ']",['Entry Level'],2022-02-06
3946402,ART-BOXX,Creativity is a power .,5.0,23,"November 07, 2019", 15 , 28 , 10 ,"['Logo design', 'Logo & social media pack', 'Other design', 'Illustration or graphics', 'Logo & brand identity pack', 'Postcard, flyer or print', 'T-shirt', 'Signage', 'Poster', 'Other clothing or merchandise']", 5 ,"['Awesome work, really responsive and understood the brief.', ""Thanks Jamelme! It's been a pleasure to work with you :)                            (edited)"", 'ART-BOXX is incredibly talented and responsive - he created a ton of different design ideas that were all really interesting and on brief. ', ""Margaret is very honest client ever I have seen. Margaret was really helpful, and his communication is much better. I'm working with her again in the future. Thank you!"", '2nd Time using ART-BOXX. Great designer, great communication, and fast turnaround.', 'It was great working with Jeff, I will surely work with him again. I really like what he did for me, no doubt that I will be working with him on future projects.', 'ART-BOXX has been fantastic to work with. Not only is he a great designer, he is also extremely communicative, revisions are turned around quickly and with top-notch quality. I would absolutely invite him to work with me again on future projects.', 'Great to work with, great original design. ', 'An amazing Designer! ', 'The designer was totally professional and very diligent ', 'The best Designer I have worked with. ', 'Thank you for your work !', 'A truly exceptional designer with an eye to detail! Highly recommend!', 'A great Designer!! A athentic understanding of composure. ', 'Great Work! We had few back and forth, and the design came out great! ', 'great another project with them! Thank you, ', ""By far the easiest designer to work with and presented their material in the most professional manner. Designer's communication with me was unmatched. They got back to me immediately which made making any tweaks very easy and allowed me to make a lot of..."", 'Thank you and It was fantastic experience to work with you,', 'The Designer is very easy to communicate with, very fast and provides the most wonderful and practical designs. ', 'Most creative, very respectful designer. Perfect!', 'This Designer is a hard-working, very talented and versatile one that remains very clear and focussed in the midst of a design project. Truly a top level Designer!', 'Designer avec une impressionnante réactivité, le sens du détail, et qui place la satisfaction du client au cœur de son travail. Je recommande ce designer qui a réalisé mon projet avec professionnalisme !', 'Vielen Dank. Sehr gute Kommunikation. ', 'Excellent designer.  Very nice logo was made.  This designer was very responsive and accommodated multiple requests that I wanted. Thank you so much ! ', 'Amazing Designer - great work - very fast! Created a logo that was exactly what we were looking for!', 'Great communication and very patient designer.  He did not stop until we had the right design.  Thank you!']",['Mid Level'],2022-02-06
